model,store_id,item_id,validation_actual_units,validation_forecast_units,mae,rmse,bias,wape_percent,training_days,total_training_demand,mean_daily_demand,demand_standard_deviation,zero_sales_days,zero_sales_percentage,coefficient_of_variation,demand_pattern
weekly_seasonal_naive,CA_1,FOODS_3_005,16.0,4.0,0.5,0.8018,-0.4286,87.5,1913,1439,0.7522,0.9975,1003,52.4307,1.3261,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_006,11.0,12.0,0.6786,0.866,0.0357,172.7273,1913,320,0.1673,0.4789,1664,86.9838,2.8628,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_007,52.0,64.0,2.4286,3.873,0.4286,130.7692,1913,10801,5.6461,7.9243,635,33.1939,1.4035,mixed
weekly_seasonal_naive,CA_1,FOODS_3_008,50.0,0.0,1.7857,3.6154,-1.7857,100.0,1913,2324,1.2148,3.696,1498,78.3063,3.0424,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_009,10.0,8.0,0.5,0.7559,-0.0714,140.0,1913,361,0.1887,0.6011,1688,88.2384,3.1854,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_010,18.0,16.0,0.6429,1.069,-0.0714,100.0,1913,916,0.4788,0.9477,1375,71.8766,1.9793,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_011,41.0,76.0,2.8214,3.3434,1.25,192.6829,1913,3242,1.6947,1.9529,763,39.885,1.1523,mixed
weekly_seasonal_naive,CA_1,FOODS_3_012,56.0,72.0,1.7857,2.2678,0.5714,89.2857,1913,3037,1.5876,2.1575,916,47.8829,1.359,mixed
weekly_seasonal_naive,CA_1,FOODS_3_013,94.0,124.0,3.7857,4.698,1.0714,112.766,1913,1935,1.0115,1.9483,1322,69.1061,1.9262,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_014,31.0,12.0,1.1786,1.842,-0.6786,106.4516,1913,3862,2.0188,3.3484,941,49.1898,1.6586,mixed
weekly_seasonal_naive,CA_1,FOODS_3_015,41.0,60.0,1.8929,2.4275,0.6786,129.2683,1913,4096,2.1411,2.448,490,25.6142,1.1433,mixed
weekly_seasonal_naive,CA_1,FOODS_3_016,94.0,108.0,2.3571,2.9277,0.5,70.2128,1913,844,0.4412,1.1615,1578,82.4882,2.6327,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_017,3.0,0.0,0.1071,0.3273,-0.1071,100.0,1913,298,0.1558,0.3998,1640,85.7292,2.5664,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_018,52.0,48.0,1.7857,2.1712,-0.1429,96.1538,1913,727,0.38,0.9331,1542,80.6064,2.4553,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_019,71.0,40.0,1.75,2.244,-1.1071,69.0141,1913,2045,1.069,1.2056,799,41.7669,1.1278,mixed
weekly_seasonal_naive,CA_1,FOODS_3_020,284.0,224.0,6.2143,8.2115,-2.1429,61.2676,1913,11670,6.1004,7.4925,616,32.2007,1.2282,mixed
weekly_seasonal_naive,CA_1,FOODS_3_021,41.0,16.0,1.8214,2.7581,-0.8929,124.3902,1913,4391,2.2953,3.1862,813,42.4987,1.3881,mixed
weekly_seasonal_naive,CA_1,FOODS_3_022,10.0,4.0,0.3571,0.6547,-0.2143,100.0,1913,176,0.092,0.3313,1760,92.0021,3.6006,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_023,50.0,48.0,1.1429,1.488,-0.0714,64.0,1913,3848,2.0115,1.8189,498,26.0324,0.9043,mixed
weekly_seasonal_naive,CA_1,FOODS_3_024,0.0,0.0,0.0,0.0,0.0,,1913,3699,1.9336,4.4057,1402,73.288,2.2785,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_025,41.0,60.0,2.1786,2.6254,0.6786,148.7805,1913,1987,1.0387,1.5319,1027,53.6853,1.4749,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_026,58.0,64.0,1.9286,2.5213,0.2143,93.1034,1913,3762,1.9665,1.9919,533,27.862,1.0129,mixed
weekly_seasonal_naive,CA_1,FOODS_3_027,15.0,20.0,0.75,1.0522,0.1786,140.0,1913,1420,0.7423,1.4651,1324,69.2107,1.9737,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_028,38.0,60.0,1.7857,2.0354,0.7857,131.5789,1913,3082,1.6111,1.8153,686,35.8599,1.1268,mixed
weekly_seasonal_naive,CA_1,FOODS_3_029,26.0,28.0,1.1429,1.6903,0.0714,123.0769,1913,2351,1.229,1.7785,957,50.0261,1.4472,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_030,205.0,192.0,2.3929,3.1792,-0.4643,32.6829,1913,17214,8.9984,12.4465,583,30.4757,1.3832,mixed
weekly_seasonal_naive,CA_1,FOODS_3_031,29.0,28.0,0.8929,1.1802,-0.0357,86.2069,1913,1841,0.9624,1.1309,821,42.9169,1.1751,mixed
weekly_seasonal_naive,CA_1,FOODS_3_032,27.0,28.0,0.8929,1.2956,0.0357,92.5926,1913,2203,1.1516,1.6287,1006,52.5876,1.4143,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_033,10.0,8.0,0.2857,0.7071,-0.0714,80.0,1913,327,0.1709,0.5588,1689,88.2906,3.2693,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_034,69.0,52.0,1.3929,2.0442,-0.6071,56.5217,1913,2600,1.3591,2.0265,1089,56.9263,1.4911,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_035,28.0,24.0,1.0,1.4392,-0.1429,100.0,1913,3121,1.6315,1.7055,580,30.3189,1.0453,mixed
weekly_seasonal_naive,CA_1,FOODS_3_036,19.0,8.0,0.8214,1.118,-0.3929,121.0526,1913,727,0.38,0.8699,1486,77.679,2.2889,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_037,197.0,132.0,3.3214,4.6866,-2.3214,47.2081,1913,7848,4.1025,4.2642,751,39.2577,1.0394,mixed
weekly_seasonal_naive,CA_1,FOODS_3_038,25.0,12.0,0.75,1.0856,-0.4643,84.0,1913,294,0.1537,0.5149,1714,89.5975,3.35,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_039,173.0,188.0,2.3929,2.9821,0.5357,38.7283,1913,7877,4.1176,4.3922,633,33.0894,1.0667,mixed
weekly_seasonal_naive,CA_1,FOODS_3_040,25.0,16.0,0.8214,1.118,-0.3214,92.0,1913,1260,0.6587,0.999,1170,61.1605,1.5167,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_041,139.0,136.0,2.6071,3.2896,-0.1071,52.518,1913,3632,1.8986,2.5148,819,42.8123,1.3246,mixed
weekly_seasonal_naive,CA_1,FOODS_3_042,87.0,80.0,2.6786,3.2459,-0.25,86.2069,1913,5100,2.666,2.8913,614,32.0962,1.0845,mixed
weekly_seasonal_naive,CA_1,FOODS_3_043,46.0,60.0,1.8571,2.4349,0.5,113.0435,1913,2289,1.1965,1.5568,938,49.0329,1.3011,mixed
weekly_seasonal_naive,CA_1,FOODS_3_044,14.0,16.0,0.7857,1.1019,0.0714,157.1429,1913,769,0.402,1.0222,1531,80.0314,2.5429,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_045,7.0,16.0,0.4643,0.7319,0.3214,185.7143,1913,1264,0.6607,0.9553,1117,58.39,1.4458,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_046,40.0,40.0,1.7857,2.4928,0.0,125.0,1913,2322,1.2138,1.8724,1062,55.5149,1.5426,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_047,29.0,20.0,0.9643,1.3496,-0.3214,93.1034,1913,572,0.299,0.9721,1656,86.5656,3.2512,highly_intermittent
weekly_seasonal_naive,CA_1,FOODS_3_048,46.0,32.0,1.5714,2.1712,-0.5,95.6522,1913,2130,1.1134,1.7203,1070,55.9331,1.545,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_049,24.0,32.0,0.8571,1.165,0.2857,100.0,1913,885,0.4626,0.8301,1326,69.3152,1.7944,intermittent
weekly_seasonal_naive,CA_1,FOODS_3_050,2.0,0.0,0.0714,0.2673,-0.0714,100.0,1913,1626,0.85,1.3386,1094,57.1877,1.5749,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_001,2.0,0.0,0.0714,0.378,-0.0714,100.0,1913,869,0.4543,1.2742,1461,76.3722,2.805,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_002,28.0,0.0,1.0,1.8127,-1.0,100.0,1913,1490,0.7789,1.4182,1286,67.2243,1.8208,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_003,8.0,0.0,0.2857,0.5345,-0.2857,100.0,1913,141,0.0737,0.3397,1808,94.5112,4.6085,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_004,3.0,4.0,0.1786,0.4226,0.0357,166.6667,1913,102,0.0533,0.2653,1827,95.5044,4.9754,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_005,35.0,52.0,1.3929,1.7829,0.6071,111.4286,1913,1778,0.9294,1.3667,1036,54.1558,1.4705,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_006,18.0,12.0,0.8571,1.165,-0.2143,133.3333,1913,509,0.2661,0.6319,1568,81.9655,2.3751,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_007,43.0,8.0,1.4643,3.322,-1.25,95.3488,1913,17078,8.9273,12.4166,511,26.712,1.3909,mixed
weekly_seasonal_naive,TX_1,FOODS_3_008,51.0,0.0,1.8214,3.6401,-1.8214,100.0,1913,2973,1.5541,4.7287,1463,76.4767,3.0427,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_009,7.0,4.0,0.3929,0.7319,-0.1071,157.1429,1913,299,0.1563,0.6684,1755,91.7407,4.2766,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_010,8.0,8.0,0.3571,0.6547,0.0,125.0,1913,384,0.2007,0.4899,1599,83.586,2.4407,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_011,11.0,8.0,0.4643,0.7319,-0.1071,118.1818,1913,859,0.449,0.782,1311,68.5311,1.7416,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_012,4.0,12.0,0.5714,0.8452,0.2857,400.0,1913,1392,0.7277,1.213,1185,61.9446,1.667,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_013,10.0,12.0,0.7857,1.5119,0.0714,220.0,1913,602,0.3147,0.7476,1501,78.4631,2.3756,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_014,4.0,4.0,0.2857,0.5976,0.0,200.0,1913,1340,0.7005,1.219,1203,62.8855,1.7403,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_015,39.0,40.0,1.4643,1.8992,0.0357,105.1282,1913,2039,1.0659,2.062,970,50.7057,1.9346,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_016,12.0,8.0,0.5,0.8018,-0.1429,116.6667,1913,143,0.0748,0.3471,1805,94.3544,4.6429,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_017,5.0,8.0,0.3214,0.5669,0.1071,180.0,1913,244,0.1275,0.3805,1697,88.7088,2.9835,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_018,10.0,4.0,0.4286,0.7071,-0.2143,120.0,1913,250,0.1307,0.425,1718,89.8066,3.252,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_019,15.0,4.0,0.6071,1.3758,-0.3929,113.3333,1913,683,0.357,0.7959,1430,74.7517,2.2292,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_020,64.0,12.0,2.0714,3.6351,-1.8571,90.625,1913,4069,2.127,3.2619,922,48.1965,1.5336,mixed
weekly_seasonal_naive,TX_1,FOODS_3_021,18.0,36.0,1.0,1.4142,0.6429,155.5556,1913,4556,2.3816,3.4692,828,43.2828,1.4567,mixed
weekly_seasonal_naive,TX_1,FOODS_3_022,10.0,12.0,0.5714,0.7559,0.0714,160.0,1913,297,0.1553,0.5036,1697,88.7088,3.2437,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_023,21.0,20.0,0.5357,0.8238,-0.0357,71.4286,1913,2187,1.1432,1.206,701,36.644,1.0549,mixed
weekly_seasonal_naive,TX_1,FOODS_3_024,0.0,0.0,0.0,0.0,0.0,,1913,1201,0.6278,2.0215,1588,83.011,3.2199,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_025,35.0,40.0,0.9643,1.2392,0.1786,77.1429,1913,544,0.2844,0.621,1513,79.0904,2.1837,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_026,35.0,16.0,1.1071,1.6147,-0.6786,88.5714,1913,1759,0.9195,1.1896,931,48.667,1.2937,mixed
weekly_seasonal_naive,TX_1,FOODS_3_027,15.0,16.0,0.75,1.118,0.0357,140.0,1913,767,0.4009,0.8915,1467,76.6858,2.2234,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_028,21.0,8.0,0.5357,0.9063,-0.4643,71.4286,1913,1179,0.6163,0.9822,1176,61.4741,1.5936,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_029,13.0,20.0,0.8214,1.118,0.25,176.9231,1913,2094,1.0946,2.0002,1090,56.9786,1.8273,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_030,332.0,288.0,4.7143,5.7446,-1.5714,39.759,1913,18479,9.6597,12.0172,467,24.4119,1.2441,mixed
weekly_seasonal_naive,TX_1,FOODS_3_031,30.0,24.0,1.0714,1.6257,-0.2143,100.0,1913,1110,0.5802,0.9703,1204,62.9378,1.6722,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_032,31.0,60.0,1.4643,1.6147,1.0357,132.2581,1913,2025,1.0585,1.4553,1007,52.6398,1.3748,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_033,7.0,4.0,0.3929,0.6814,-0.1071,157.1429,1913,339,0.1772,0.5578,1675,87.5588,3.1478,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_034,34.0,16.0,0.8571,1.3093,-0.6429,70.5882,1913,1753,0.9164,1.5318,1198,62.6242,1.6717,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_035,11.0,32.0,1.0357,1.5698,0.75,263.6364,1913,1448,0.7569,1.0624,1022,53.4239,1.4035,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_036,2.0,0.0,0.0714,0.2673,-0.0714,100.0,1913,205,0.1072,0.3737,1742,91.0612,3.4874,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_037,32.0,16.0,1.0714,1.488,-0.5714,93.75,1913,1852,0.9681,1.4401,1068,55.8285,1.4875,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_038,4.0,4.0,0.2143,0.5345,0.0,150.0,1913,99,0.0518,0.3233,1841,96.2363,6.2477,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_039,41.0,24.0,1.3929,1.7217,-0.6071,95.122,1913,2393,1.2509,1.6658,897,46.8897,1.3317,mixed
weekly_seasonal_naive,TX_1,FOODS_3_040,3.0,20.0,0.75,1.2101,0.6071,700.0,1913,366,0.1913,0.5245,1637,85.5724,2.7414,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_041,48.0,52.0,2.2143,3.37,0.1429,129.1667,1913,1525,0.7972,1.262,1127,58.9127,1.5831,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_042,96.0,56.0,2.4286,2.8661,-1.4286,70.8333,1913,6598,3.449,2.344,115,6.0115,0.6796,regular
weekly_seasonal_naive,TX_1,FOODS_3_043,7.0,0.0,0.25,0.5,-0.25,100.0,1913,508,0.2656,0.6457,1555,81.2859,2.4314,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_044,5.0,12.0,0.3929,0.6268,0.25,220.0,1913,422,0.2206,0.648,1642,85.8338,2.9376,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_045,15.0,16.0,0.8214,1.1495,0.0357,153.3333,1913,1265,0.6613,1.0027,1131,59.1218,1.5164,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_046,2.0,12.0,0.5,0.7071,0.3571,700.0,1913,435,0.2274,0.5731,1584,82.8019,2.5205,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_047,29.0,40.0,1.3214,1.8028,0.3929,127.5862,1913,499,0.2608,0.8492,1679,87.7679,3.2556,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_048,52.0,28.0,2.1429,2.7386,-0.8571,115.3846,1913,1811,0.9467,1.6003,1131,59.1218,1.6904,intermittent
weekly_seasonal_naive,TX_1,FOODS_3_049,8.0,16.0,0.4286,0.7559,0.2857,150.0,1913,343,0.1793,0.4881,1640,85.7292,2.7222,highly_intermittent
weekly_seasonal_naive,TX_1,FOODS_3_050,4.0,0.0,0.1429,0.4629,-0.1429,100.0,1913,743,0.3884,0.7917,1406,73.4971,2.0384,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_001,10.0,12.0,0.3571,0.5976,0.0714,100.0,1913,329,0.172,0.5106,1665,87.0361,2.9687,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_002,111.0,0.0,3.9643,5.474,-3.9643,100.0,1913,7155,3.7402,5.7245,1115,58.2854,1.5305,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_003,30.0,44.0,1.0714,1.3363,0.5,100.0,1913,407,0.2128,0.7391,1713,89.5452,3.4739,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_004,10.0,12.0,0.7143,1.1339,0.0714,200.0,1913,368,0.1924,0.531,1637,85.5724,2.7606,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_005,18.0,20.0,0.7143,1.0,0.0714,111.1111,1913,821,0.4292,0.7587,1319,68.9493,1.7679,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_006,27.0,32.0,1.3214,1.7217,0.1786,137.037,1913,557,0.2912,0.6552,1525,79.7177,2.2503,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_007,143.0,16.0,4.9643,7.2531,-4.5357,97.2028,1913,9332,4.8782,6.8719,600,31.3643,1.4087,mixed
weekly_seasonal_naive,WI_1,FOODS_3_008,125.0,0.0,4.4643,7.6695,-4.4643,100.0,1913,2393,1.2509,3.457,1349,70.5175,2.7635,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_009,3.0,0.0,0.1071,0.3273,-0.1071,100.0,1913,257,0.1343,0.4929,1741,91.0089,3.6688,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_010,49.0,48.0,1.75,2.1794,-0.0357,100.0,1913,1436,0.7507,1.217,1194,62.4151,1.6213,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_011,57.0,96.0,2.4643,2.8847,1.3929,121.0526,1913,3836,2.0052,2.0026,589,30.7893,0.9987,mixed
weekly_seasonal_naive,WI_1,FOODS_3_012,25.0,20.0,1.3214,1.8803,-0.1786,148.0,1913,1707,0.8923,1.4296,1109,57.9718,1.6022,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_013,60.0,40.0,1.7857,2.4495,-0.7143,83.3333,1913,2013,1.0523,1.4276,947,49.5034,1.3567,mixed
weekly_seasonal_naive,WI_1,FOODS_3_014,23.0,16.0,1.0357,1.4516,-0.25,126.087,1913,2534,1.3246,2.0388,963,50.3398,1.5391,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_015,49.0,60.0,1.25,1.5698,0.3929,71.4286,1913,1999,1.045,1.7759,1043,54.5217,1.6995,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_016,46.0,44.0,1.1429,1.6036,-0.0714,69.5652,1913,682,0.3565,0.8075,1508,78.8291,2.2651,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_017,8.0,4.0,0.2143,0.4629,-0.1429,75.0,1913,260,0.1359,0.3735,1673,87.4543,2.7478,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_018,15.0,8.0,0.5357,0.866,-0.25,100.0,1913,339,0.1772,0.5559,1689,88.2906,3.1372,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_019,39.0,28.0,1.3929,1.7217,-0.3929,100.0,1913,1606,0.8395,1.3236,1133,59.2263,1.5766,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_020,131.0,72.0,3.6786,4.9389,-2.1071,78.626,1913,4467,2.3351,3.604,905,47.3079,1.5434,mixed
weekly_seasonal_naive,WI_1,FOODS_3_021,9.0,0.0,0.3214,0.6268,-0.3214,100.0,1913,1264,0.6607,1.1229,1218,63.6696,1.6994,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_022,10.0,4.0,0.4286,1.069,-0.2143,120.0,1913,218,0.114,0.3807,1732,90.5384,3.341,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_023,17.0,12.0,0.6786,1.0856,-0.1786,111.7647,1913,666,0.3481,0.6907,1426,74.5426,1.9839,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_024,0.0,0.0,0.0,0.0,0.0,,1913,2533,1.3241,3.425,1496,78.2018,2.5867,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_025,53.0,60.0,1.8214,2.0266,0.25,96.2264,1913,1998,1.0444,1.3594,852,44.5374,1.3016,mixed
weekly_seasonal_naive,WI_1,FOODS_3_026,33.0,16.0,0.8214,1.1495,-0.6071,69.697,1913,1765,0.9226,1.2792,1047,54.7308,1.3864,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_027,23.0,8.0,0.8214,1.2956,-0.5357,100.0,1913,982,0.5133,1.0848,1402,73.288,2.1132,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_028,15.0,40.0,1.3214,1.7829,0.8929,246.6667,1913,793,0.4145,0.824,1409,73.6539,1.9878,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_029,58.0,68.0,2.0,2.6859,0.3571,96.5517,1913,2453,1.2823,1.8435,975,50.9671,1.4376,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_030,185.0,192.0,3.75,4.2384,0.25,56.7568,1913,7958,4.16,4.6851,517,27.0256,1.1262,mixed
weekly_seasonal_naive,WI_1,FOODS_3_031,39.0,24.0,1.5357,1.973,-0.5357,110.2564,1913,1126,0.5886,1.0788,1304,68.1652,1.8328,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_032,31.0,20.0,1.4643,1.8028,-0.3929,132.2581,1913,2047,1.07,1.7615,1053,55.0444,1.6462,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_033,21.0,12.0,0.75,1.4516,-0.3214,100.0,1913,319,0.1668,0.5154,1677,87.6634,3.0905,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_034,20.0,20.0,0.7857,1.0351,0.0,110.0,1913,1106,0.5781,1.0188,1303,68.1129,1.7622,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_035,22.0,16.0,0.8571,1.1952,-0.2143,109.0909,1913,1730,0.9043,1.4575,1138,59.4877,1.6116,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_036,12.0,4.0,0.4286,0.7071,-0.2857,100.0,1913,445,0.2326,0.6369,1618,84.5792,2.7378,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_037,67.0,56.0,1.3214,1.7829,-0.3929,55.2239,1913,3602,1.8829,2.3788,868,45.3738,1.2634,mixed
weekly_seasonal_naive,WI_1,FOODS_3_038,21.0,36.0,1.0357,1.3758,0.5357,138.0952,1913,544,0.2844,0.7638,1608,84.0565,2.6858,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_039,202.0,176.0,3.7857,4.1748,-0.9286,52.4752,1913,5350,2.7967,3.9665,1038,54.2603,1.4183,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_040,48.0,36.0,1.6429,2.0354,-0.4286,95.8333,1913,1201,0.6278,1.0719,1248,65.2378,1.7074,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_041,56.0,80.0,2.0,2.3452,0.8571,100.0,1913,2826,1.4773,2.0789,913,47.7261,1.4073,mixed
weekly_seasonal_naive,WI_1,FOODS_3_042,444.0,428.0,5.0714,6.0886,-0.5714,31.982,1913,25010,13.0737,5.4527,7,0.3659,0.4171,regular
weekly_seasonal_naive,WI_1,FOODS_3_043,23.0,24.0,0.9643,1.3496,0.0357,117.3913,1913,1558,0.8144,1.331,1140,59.5923,1.6343,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_044,35.0,56.0,1.6786,2.3223,0.75,134.2857,1913,1386,0.7245,1.4179,1346,70.3607,1.957,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_045,18.0,20.0,0.6429,0.8864,0.0714,100.0,1913,582,0.3042,0.7097,1515,79.195,2.3326,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_046,49.0,24.0,1.75,2.7967,-0.8929,100.0,1913,2003,1.047,1.5631,1033,53.999,1.4929,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_047,28.0,60.0,1.6429,2.0874,1.1429,164.2857,1913,791,0.4135,1.1688,1595,83.3769,2.8267,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_048,98.0,144.0,4.0,5.2372,1.6429,114.2857,1913,2854,1.4919,2.2524,1022,53.4239,1.5098,intermittent
weekly_seasonal_naive,WI_1,FOODS_3_049,7.0,16.0,0.3214,0.5669,0.3214,128.5714,1913,240,0.1255,0.3974,1714,89.5975,3.1673,highly_intermittent
weekly_seasonal_naive,WI_1,FOODS_3_050,6.0,0.0,0.2143,0.4629,-0.2143,100.0,1913,460,0.2405,0.597,1579,82.5405,2.4826,highly_intermittent
