store_id,item_id,selected_model,backtest_mae,validation_mae,validation_rmse,validation_bias,validation_wape_percent
TX_1,FOODS_3_045,zero_forecast,0.3482142857142857,0.5357142857142857,0.9819805060619657,-0.5357142857142857,100.0
TX_1,FOODS_3_046,zero_forecast,0.15178571428571427,0.07142857142857142,0.2672612419124244,-0.07142857142857142,100.0
TX_1,FOODS_3_047,mean_28_days,1.0950255102040816,1.0178571428571426,1.1422989708371054,0.6428571428571427,98.2758620689655
TX_1,FOODS_3_048,mean_7_days,1.0051020408163267,1.2857142857142858,1.9456912102680337,-0.8571428571428571,69.23076923076923
TX_1,FOODS_3_049,zero_forecast,0.35714285714285715,0.2857142857142857,0.5345224838248488,-0.2857142857142857,100.0
TX_1,FOODS_3_050,zero_forecast,0.09821428571428571,0.14285714285714285,0.4629100498862757,-0.14285714285714285,100.0
WI_1,FOODS_3_001,weekly_seasonal_naive,0.5267857142857143,0.35714285714285715,0.5976143046671968,0.07142857142857142,100.0
WI_1,FOODS_3_002,mean_7_days,3.5267857142857144,3.9642857142857144,5.473964350841693,-3.9642857142857144,100.0
WI_1,FOODS_3_003,mean_28_days,0.41517857142857145,0.8622448979591838,1.007623998547563,0.1428571428571428,80.4761904761905
WI_1,FOODS_3_004,zero_forecast,0.32142857142857145,0.35714285714285715,0.8017837257372732,-0.35714285714285715,100.0
WI_1,FOODS_3_005,mean_7_days,0.8035714285714286,0.6938775510204083,0.7693092581620719,0.07142857142857147,107.93650793650795
WI_1,FOODS_3_006,mean_7_days,0.8801020408163266,0.9132653061224489,1.1930923634635762,0.17857142857142846,94.7089947089947
WI_1,FOODS_3_007,zero_forecast,3.982142857142857,5.107142857142857,7.408971395737545,-5.107142857142857,100.0
WI_1,FOODS_3_008,zero_forecast,0.8035714285714286,4.464285714285714,7.66951292921712,-4.464285714285714,100.0
WI_1,FOODS_3_009,zero_forecast,0.14285714285714285,0.10714285714285714,0.32732683535398854,-0.10714285714285714,100.0
WI_1,FOODS_3_010,zero_forecast,0.9642857142857143,1.75,2.306822180279306,-1.75,100.0
WI_1,FOODS_3_011,mean_28_days,1.6651785714285714,1.4336734693877553,1.6613861928018585,0.39285714285714274,70.42606516290726
WI_1,FOODS_3_012,zero_forecast,0.23214285714285715,0.8928571428571429,1.4267845968170128,-0.8928571428571429,100.0
WI_1,FOODS_3_013,zero_forecast,0.41964285714285715,2.142857142857143,2.712405363721075,-2.142857142857143,100.0
WI_1,FOODS_3_014,zero_forecast,0.9107142857142857,0.8214285714285714,1.267731382092775,-0.8214285714285714,100.0
WI_1,FOODS_3_015,mean_7_days,1.1530612244897962,0.8826530612244898,1.0949792654825639,0.39285714285714274,50.437317784256564
WI_1,FOODS_3_016,mean_7_days,1.0994897959183674,1.0816326530612246,1.3702375780893485,-0.07142857142857152,65.83850931677019
WI_1,FOODS_3_017,zero_forecast,0.17857142857142858,0.2857142857142857,0.5976143046671968,-0.2857142857142857,100.0
WI_1,FOODS_3_018,zero_forecast,0.5892857142857143,0.5357142857142857,0.9063269671749657,-0.5357142857142857,100.0
WI_1,FOODS_3_019,mean_28_days,0.9827806122448978,0.9795918367346939,1.2095495872768642,-0.2857142857142856,70.32967032967032
WI_1,FOODS_3_020,mean_28_days,3.457908163265306,3.321428571428572,4.593001552939659,-0.8571428571428568,70.99236641221374
WI_1,FOODS_3_021,zero_forecast,0.23214285714285715,0.32142857142857145,0.6267831705280087,-0.32142857142857145,100.0
WI_1,FOODS_3_022,zero_forecast,0.26785714285714285,0.35714285714285715,1.0350983390135313,-0.35714285714285715,100.0
WI_1,FOODS_3_023,zero_forecast,0.5357142857142857,0.6071428571428571,1.0856202966836188,-0.6071428571428571,100.0
WI_1,FOODS_3_024,zero_forecast,0.8839285714285714,0.0,0.0,0.0,
WI_1,FOODS_3_025,mean_7_days,1.0803571428571428,1.2908163265306123,1.5402756180605588,0.24999999999999994,68.19407008086253
WI_1,FOODS_3_026,mean_28_days,0.9241071428571429,0.8392857142857143,1.0044543650303739,0.07142857142857142,71.21212121212122
WI_1,FOODS_3_027,zero_forecast,0.6339285714285714,0.8214285714285714,1.2955969390869324,-0.8214285714285714,100.0
WI_1,FOODS_3_028,mean_7_days,0.7487244897959184,1.0153061224489794,1.1225881175358365,0.8928571428571426,189.5238095238095
WI_1,FOODS_3_029,mean_28_days,1.6792091836734693,1.6785714285714286,1.9626616662905838,1.0000000000000004,81.03448275862068
